stt,name,name (english),type,address,license no,issue date,phone,fax,website,email
671,Công ty TNHH Thương mại Dịch vụ Du lịch An Trân,,International Travel,"58 Tôn Thất Tùng, Q. 1, Tp. Hồ Chí Minh",79-195/2014/TCDL-GP LHQT,21/11/2014,(028) 3833 2564,(028) 3823 2866,www.anntours.com,info@anntours.com
672,CÔNG TY TNHH DU LỊCH TRẦN VIỆT,TRANSVIET TRAVEL CO.LTD,International Travel,"170-172 NAM KỲ KHỞI NGHĨA, PHƯỜNG VÕ THỊ SÁU, QUẬN 3, THÀNH PHỐ HỒ CHÍ MINH",79-217/2021/TCDL-GP LHQT,28/05/2024,028 39330777,028 82982250,www.transviet.com.vn,dulich.sgn@transviet.com
673,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH PHƯỢNG HOÀNG,"PHOENIX VOYAGES CO., LTD",International Travel,"57-59 ĐƯỜNG SỐ 7, KHU PHỐ 5, PHƯỜNG AN PHÚ, THÀNH PHỐ THỦ ĐỨC, THÀNH PHỐ HỒ CHÍ MINH",79-066/2022/TCDL-GP LHQT,08/04/2010,(028) 6281 0222,(028) 6281 0333,www.phoenixvoyages.com,info@phoenixvoyages.com
674,CÔNG TY TNHH DU LỊCH - VẬN CHUYỂN HÀNH TRÌNH VIỆT,,International Travel,"2 HOA PHƯỢNG, PHƯỜNG 02, QUẬN PHÚ NHUẬN, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",79-076/2018/TCDL-GP LHQT,11/12/2024,,,https://vietventures.net/,logan.vietventures@gmail.com
675,Công ty TNHH Du lịch và Thương mại Á Đông Vidotour,VIDOTOUR A DONG TOURIST AND TRADING COMPANY LIMITED,International Travel,"145 Nam Kỳ Khởi Nghĩa, Q. 3, Tp. Hồ Chí Minh",79-293/2014/TCDL-GP LHQT,14/11/2014,(028) 3933 0457,(028) 3933 0470,www.vidotourtravel.com,marketing@vidotourtravel.com
677,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐƯỜNG MÒN ĐÔNG DƯƠNG,"TRAILS OF INDOCHINA CO., LTD",International Travel,"2/27 Quách Văn Tuấn, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",79-0006/2022/TCDL-GP LHQT,08/09/2023,(028) 3535 0455,(028) 3535 0466,www.trailsofindochina.com,info@trailsofindochina.com
678,CÔNG TY TNHH DU LỊCH ĐƯỜNG MÒN CHÂU Á,"ASIAN TRAILS CO.,LTD",International Travel,"TẦNG 10 - TÒA NHÀ 194 GOLDEN BUILDING, SỐ 473 ĐIỆN BIÊN PHỦ, PHƯỜNG 25, QUẬN BÌNH THẠNH, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",79-086/2014/TCDL-GP LHQT,27/11/2024,2839102871,,asiantrails.info,vietnam@asiantrails.com.vn
679,Công ty TNHH Du lịch Hành trình Đông Dương,,International Travel,"40 Trương Quyền, Phường Xuân Hòa, Thành phố Hồ Chí Minh, Việt Nam",79-143/2015/CDLQGVN-GP LHQT,14/10/2025,84838202563,84838202565,www.indochina-ventures.com,info@indochina-ventures.com
680,Công ty TNHH Thương mại Du lịch Liên Bang,LIEN BANG TRAVEL TRADING COMPANY LIMITED,International Travel,,79-169/2021/TCDL-GP LHQT,23/08/2017,(028) 3838 2288,(028) 3838 2299,www.lienbangtravel.com,info@lienbangtravel.com
681,Công ty TNHH Dịch vụ Du lịch Đông Dương,,International Travel,"27F Trần Nhật Duật, Q. 1, Tp. Hồ Chí Minh",79-109/2014/TCDL-GP LHQT,25/05/2014,(028) 3846 8104,(028) 3846 8105,www.icsvn.com,dung@is-vietnam.com
682,Công ty TNHH Du lịch - Thương mại Tân Đông Dương,"INDOCHINA TOURIST & TRADE CO.,LTD",International Travel,"51 Trương Định, phường 6, quận 3, Tp. Hồ Chí Minh",79-0135/2016/TCDL-GP LHQT,20/09/2023,(028) 3930 6165,(028) 3930 3709,www.itt.com.vn,hr@itt.com.vn
683,CÔNG TY TNHH TOÀN VINH,TOAN VINH COMPANY LIMITED,International Travel,73 ĐỀ THÁM,79-099/2022/TCDL-GP LHQT,03/06/2010,028 3838 9671,028 3838 9411,www.vietnamasean-tvtours.com,tours@vietnamasean-tvtours.com
684,Công ty TNHH Thương mại và Dịch vụ Du lịch Quốc Thái,"QUOC THAI TRAVEL CO., LTD",International Travel,"12C Trần Phú, Q. 5, Tp. Hồ Chí Minh",79-126/2014/TCDL-GP LHQT,4/11/2014,(028) 3830 2288,(028) 3835 5845,www.kokthaitravel.com,info@kokthaitravel.vn
686,CÔNG TY TNHH DU LỊCH VÀ SỰ KIỆN VIỆT,VIET TOURS AND EVENTS COMPANY LIMITED,International Travel,"19B Mai Thị Lựu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",79-245/2015/TCDL-GP LHQT,29/08/2024,(028) 3821 8218,(028) 3821 8999,www.viettours.com.vn,viettours@viettours.com.vn
687,Công ty TNHH Du lịch Lữ hành Phương Uy,"PHUONG UY TOURS CO., LTD",International Travel,"11 Phạm Ngũ Lão, Q. 1, Tp. Hồ Chí Minh",79-269/2014/TCDL-GP LHQT,24/09/2014,(028) 3821 6645,(028) 3821 6646,www.phuonguytours.com,do@4utours.com
688,Công ty TNHH Toàn Á,"ALL ASIA CO., LTD",International Travel,"274 Cống Quỳnh, Q. 1, Tp. Hồ Chí Minh",79-164/2014/TCDL-GP LHQT,18/12/2014,(028) 3941 0501,(028) 3940 1503,www.allasiatravel.com,allasiatravel@hcm.fpt.vn
689,CÔNG TY TNHH DU LỊCH KHÔNG GIAN VIỆT NAM,VIET NAM SPACE TRAVEL COMPANY LIMITED,International Travel,"Căn hộ số A2-22.06 tại tầng 23, tòa A2 Vinhomes Golden River, Số 02 Tôn Đức Thắng, P. Bến Nghé, Quận 1, Tp. Hồ Chí Minh",79-0090/2018/TCDL-GP LHQT,01/12/2023,(028) 38 205065/207586,(028) 38207704,www.vietspacetravel.com,vietspace@vietspacetravel.com
691,CÔNG TY TNHH DỊCH VỤ DU LỊCH HOÀN MỸ,"PERFECT TOUR SERVICE CO., LTD",International Travel,34/17 CƯ XÁ LỮ GIA,79-210/2021/TCDL-GP LHQT,01/01/2025,84.838 336 336,84.838 325 022,www.dulichhoanmy.com,info@dulichhoanmy.com
692,Công ty TNHH Thương mại Dịch vụ Du lịch Thanh niên mới,"NEW YOUTH TOURISM CO., LTD",International Travel,"212/29 Nguyễn Thái Bình, Q. Tân Bình, Tp. Hồ Chí Minh",79-273/2014/TCDL-GP LHQT,31/12/2014,(028) 3842 0338,(028) 3811 6474,www.visavietnam.net.vn,thanhnienmoi@gmail.com
694,Công ty TNHH Thương mại - Dịch vụ - Du lịch Hạnh Dung,HANHDUNG TRADING SERVICE AND TOURIST COMPANY LIMITED,International Travel,"83 Trường Sơn, Q. Tân Bình, Tp. Hồ Chí Minh",79-144/2015/TCDL-GP LHQT,7/1/2015,(028) 3848 7071,(028) 3848 7274,www.hanhdungtourist.com.vn,info@hanhdungtourist.com.vn
695,CÔNG TY CỔ PHẦN XÂY DỰNG THƯƠNG MẠI DU LỊCH HỒNG NGỌC HÀ,HONG NGOC HA TOURISM TRADING CONSTRUCTING JOINT STOCK COMPANY,International Travel,15-17 NGÔ THỜI NHIỆM,79-299/2021/TCDL-GP LHQT,08/07/2021,(028) 38365315,(028) 38360164,www.hongngocha.com,info@hongngocha.com
696,Công ty TNHH Thương mại - Dịch vụ và Du lịch L.Y.S,"L.Y.S TRADING - SERVICE AND TRAVEL CO., LTD",International Travel,"173 Đinh Tiên Hoàng, Q. 1, Tp. Hồ Chí Minh",79-092/2014/TCDL-GP LHQT,31/12/2014,(028) 3820 7659,(028) 3820 7662,www.lystravelvn.com,lystravel@hcm.fpt.vn
697,CÔNG TY TNHH DỊCH VỤ DU LỊCH TÂN Á MỸ,"NEW ASIA AMERICAN TRAVEL SERVICE CO.,LTD",International Travel,"23 BLOCK B, CHUNG CƯ FLORITA, SỐ 83 ĐƯỜNG D4, PHƯỜNG TÂN HƯNG, QUẬN 7, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",79-079/2019/TCDL-GP LHQT,05/04/2019,028 6287 3624,8231478,www.aatravel.vn,info@aatravel.vn
698,Công ty TNHH Du lịch Kim,"KIM TRAVEL CO.,LTD",International Travel,"189 Đề Thám, Q. 1, Tp. Hồ Chí Minh",79-189/2015/TCDL-GP LHQT,25/5/2015,(028) 3920 5552 / (028) 3920 5553,(028) 3920 5864,www.kimtravel.com,info@kimtravel.com
699,Công ty TNHH Tiêu Điểm Châu Á,"FOCUS ASIA CO., LTD",International Travel,"235/3 Võ Thị Sáu, Q. 3, Tp. Hồ Chí Minh",79-077/2014/TCDL-GP LHQT,28/04/2014,(028) 3822 8220,(028) 3822 8221,,info@focus-asia.travel
700,Công ty TNHH Một thành viên Du lịch Thanh Niên Việt Nam,VN FESTIVAL,International Travel,"31 Cao Thắng, Q. 3, Tp. Hồ Chí Minh",79-123/2015/TCDL-GP LHQT,06/11/2015,(028) 3834 2380,(028) 3834 2382,www.vnfestivaltour.com,vnfestivaltour@vnfestivaltour.com
701,Công ty TNHH Du lịch Thiên Niên Kỷ,"MILLENIUM TRAVEL CO., LTD",International Travel,"90 BÙI VIỆN, PHƯỜNG PHẠM NGŨ LÃO, QUẬN 1, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",79-102/2014/TCDL-GP LHQT,17/07/2024,028 3920 4766/02839205847,,http://www.tnktravel.com,info@tnktravel.com
702,Công ty TNHH Du lịch - Thương mại Tân Đại Địa,"NEW GREAT LAND TRAVEL - TRADING CO.,LTD",International Travel,"32 Phan Phú Tiên, Q. 5, Tp. Hồ Chí Minh",79-112/2014/TCDL-GP LHQT,06/10/2014,(028) 3854 7888,(028) 3854 7877,www.tandaidia.com,info@tandaidia.com
704,Công ty TNHH Xuân Việt,XUAN VIET COMPANY LIMITED,International Travel,"Phòng 1105 , tầng 11, 35 Nguyễn Huệ, Q. 1, Tp. Hồ Chí Minh",79-071/2015/TCDL-GP LHQT,10/02/2015,(028) 3821 4944,(028) 3821 4942,ww.devoyages.com,hongcuc@devoyages.com
705,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DU LỊCH THẢO NGUYÊN XANH,"GREEN STEPPE TRADING SERVICE TRAVEL CO.,LTD",International Travel,48/3 QUANG TRUNG,79-139/2021/TCDL-GP LHQT,29/06/2010,(028) 3895 0491,(028) 3894 4159,www.gstravelvn.com,gstravel@mail.ru
706,CÔNG TY CỔ PHẦN THE ERITZ GROUP,THE ERITZ GROUP JOINT STOCK COMPANY,International Travel,"SỐ 30 ĐƯỜNG Đ1, KHU BIỆT THỰ SAIGON PEARL, SỐ 92 ĐƯỜNG NGUYỄN HỮU CẢNH, PHƯỜNG 22, QUẬN BÌNH THẠNH, TP. HỒ CHÍ MINH",79-104/2022/TCDL-GP LHQT,13/09/2022,0283 518 1555,,eritzgroup.com,elsierichard@eritzgroup.com
707,CÔNG TY TNHH LỮ HÀNH DU LỊCH SINH BA LÔ,"SINH BA LO ADVENTURE TRAVEL CO.,LTD",International Travel,"283/20 PHẠM NGŨ LÃO,",79-0187/2015/TCDL-GP LHQT,09/09/2024,(028) 3837 6766,(028) 3836 7682,www.sinhbalo.com,minhtram@sinhbalo.com
708,CÔNG TY CỔ PHẦN BLUE SKY TRAVEL,BLUE SKY TRAVEL JOINT STOCK COMPANY,International Travel,92E Nguyễn Hữu Cảnh,79-0272/2015/TCDL-GP LHQT,08/01/2025,028 3827 7007,,https://blueskytravel.com.vn/,hr@blueskytravelvietnam.com
709,Công ty TNHH Dịch vụ Du lịch Quốc tế Nụ Cười,"SMLE TOURS SERVICE INTERNATIONAL CO., LTD",International Travel,"93/82 Đường 100 Bình Thới, phường 14, Quận 11, Tp. Hồ Chí Minh",79-153/2016/TCDL-GP LHQT,06/06/2016,(028) 3626 4286,(028) 3626 4286,www.smiletoursvietnam.com; ww.smiletourvn.com,info@smiletoursvietnam.co; thi_travel@yahoo.com
710,Công ty TNHH THƯƠNG MẠI - DỊCH VỤ DU LỊCH ĐẤT XANH,TERRA VERDE TRAVEL - SERVICES - TRADING COMPANY LIMITED,International Travel,"12/20 Nguyễn Cảnh Dị, Q. Tân Bình, Tp. Hồ Chí Minh",79-295/2015/TCDL-GP LHQT,24/02/2015,(028) 3948 4754 / (08) 3948 4756,(028) 3948 4154,,info@terraverdetravel.com
711,Công ty TNHH Thương mại Dịch vụ Du lịch Trần Đặng,"TRAN DANG TRAVEL SERVICE - TRADING CO.,LTD",International Travel,"246 Đề Thám, Q. 1, Tp. Hồ Chí Minh",79-147/2014/TCDL-GP LHQT,19/12/2014,(028) 3838 9597,(028) 3838 5070,www.thetourist.vn,info@thesinhtourist.vn
712,Công ty TNHH Thương mại-Dịch vụ-Du lịch An Thái,AN THAI TRAVEL-SERVICE-TRADING COMPANY LIMIED,International Travel,"358 Lê Hồng Phong, Q. 10, Tp. Hồ Chí Minh",79-215/2014/TCDL-GP LHQT,14/11/2014,(028) 3526 5226,(028) 3526 5228,www.anthaitravel.com.vn,info@anthaitravel.com.vn
713,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH HOÀNG MINH CÁT,HOANG MINH CAT TRADING AND TOURIST COMPANY LIMITED,International Travel,237 BẠCH ĐẰNG,79-078/2021/TCDL-GP LHQT,12/05/2010,84933118538,,www.smilingvietnam.com.vn,info@smilingvietnam.com.vn
714,Công ty TNHH MTV Du lịch Thanh Thanh,THANH THANH TOURIST SERVICES COMPANY LTD,International Travel,"212B PASTEUR, PHƯỜNG VÕ THỊ SÁU, QUẬN 3, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",79-128/2016/TCDL-GP LHQT,20/03/2023,(028) 38292150,,www.thanhthanhtours.vn,thanhthanhtours@gmail.com
715,CÔNG TY TNHH DU LỊCH KHÁM PHÁ VƯƠNG NGHĨA,"VUONG NGHIA EXPLORE TRAVEL CO., LTD",International Travel,"A1.6.30 TẦNG 6, SÀI GÒN ROYAL, SỐ 34-35 BẾN VÂN ĐỒN",79-133/2020/TCDL-GP LHQT,02/10/2020,028 73009866,,www.vexploretravel.com,nghia@vexploretravel.com
716,CÔNG TY TNHH DU LỊCH VÀ TƯ VẤN HƯƠNG BĂNG,HUONG BANG TRAVEL AND CONSULTING COMPANY LIMITED,International Travel,"TẦNG 6 TÒA NHÀ PAX SKY, SỐ 278 NGUYỄN ĐÌNH CHIỂU, PHƯỜNG VÕ THỊ SÁU, QUẬN 3, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",79-083/2015/TCDL-GP LHQT,15/03/2023,903726092,,www.huongbangtravel.com,bang@huongbangtravel.com
717,Công ty TNHH Dịch vụ Thương mại Du lịch Thị trấn,TRAVEL TOWN COMMERCIAL SERVICES COMPANY LIMITED,International Travel,"PHÒNG 1901, TÒA NHÀ SAIGON TRADE CENTER, SỐ 37 TÔN ĐỨC THẮNG, PHƯỜNG BẾN NGHÉ, QUẬN 1, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",79-160/2014/TCDL-GP LHQT,01/07/2024,2873002800,,www.traveltown.com.vn,info@traveltown-vn.com
718,Công ty TNHH Đa Na và Bạn,DA NA AND FELLOW COMPANY LIMITED,International Travel,"385 Trần Hưng Đạo, Q. 1, Tp. Hồ Chí Minh",79-218/2015/TCDL-GP LHQT,15/05/2015,(028) 3838 5686,(028) 3838 5688 / (028) 3838 5691,www.danafellow.com.vn,info@danafellow.com.vn
719,Công ty TNHH Du lịch-Thương mại-Dịch vụ Thái Bình Dương,"PACIFIC TOURIST-TRADING-SERVICES CO.,LTD",International Travel,"26 Đất Thánh, Q. Tân Bình, Tp. Hồ Chí Minh",79-207/2015/TCDL-GP LHQT,12/02/2015,(028) 3848 9356,(028) 3848 9357,www.vietnam-pacific.com,congty_thaibinhduong@yahoo.com
720,Công ty TNHH Du lịch Quốc Tế Nụ Cười Việt,"VIET SMILES INTERNATIONAL TRAVEL CO., LTD",International Travel,"104/15B Nhất Chi Mai, Q. Tân Bình, Tp. Hồ Chí Minh",79-129/2014/TCDL-GP LHQT,31/12/2014,(028) 3821 5165,(028) 3810 1490,www.vietsmilestravel.com,info@vietsmilestravel.com
721,Công ty TNHH Thương mại - Du lịch Bình Minh,,International Travel,"112/2 Thăng Long, Q. Tân Bình, Tp. Hồ Chí Minh",79-241/2015/TCDL-GP LHQT,24/02/2015,(028) 3811 7737,(028) 3811 7448,www.sunrisecompany.com.vn,info@sunrisecompany.com.vn
722,CÔNG TY CỔ PHẦN PHÁT THÀNH GIANG,PHAT THANH GIANG CORPORATION,International Travel,"60-62 Đông Du, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",79-073/2019/CDLQGVN-GP LHQT,01/08/2025,028 3821 2288,,www.ptg.com.vn,hello@ptg.com.vn
723,CÔNG TY CỔ PHẦN DỊCH VỤ STAR INTERNATIONAL,STAR INTERNATIONAL SERVICES CORPORATION,International Travel,"Số 13 Đường số 11, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",79-224/2022/TCDL-GP LHQT,08/06/2023,2899997979,,www.startravel.vn,contact@startravel.vn
724,Công ty TNHH Lạc Hồng Viễn Du,"LAC HONG VOYAGES CO.,LTD",International Travel,"152 Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",79-0108/2015/TCDL-GP LHQT,02/08/2023,2835352023,,www.lachongvoyages.com,lhv@lachonggo.com
725,CÔNG TY TNHH DẤU ẤN VIỆT,VIET MARK COMPANY LIMITED,International Travel,"Văn phòng số 3.36, tầng 3 The Everich Infinity, 290 An Dương Vương, Phường 04, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",79-0136/2015/TCDL-GP LHQT,23/11/2023,028 5404 5404,,www.vietmark.vn,info@vietmark.vn
727,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DU LỊCH TỶ THẾ GIỚI,BILLION WORLD TRAVEL TRADING SERVICES COMPANY LIMITED,International Travel,30/7 PHÓ ĐỨC CHÍNH,79-179/2022/TCDL-GP LHQT,29/09/2010,(028) 6299 0521 / (028) 6275 3683,(028) 6299 0522,www.billionworldtravel.com,info@billionworldtravel.com
728,CÔNG TY TNHH LỮ HÀNH CHỢ LỚN,CHO LON TOURS COMPANY LIMITED,International Travel,"Tầng 8, Số 157-157A Pasteur",79-232/2021/TCDL-GP LHQT,25/11/2010,84 3820 9548,84 3820 4020,www.cholontours.com.vn,info@cholontours.com.vn
729,Công ty TNHH MTV Du lịch Nét đẹp Đông Dương,"CHARMS OF INDOCHINA TRAVEL CO., LTD",International Travel,"Phòng 903, Cao ốc Bến Thành, 32-34 Ngô Đức Kế, Q. 1, Tp. Hồ Chí Minh",79-200/2015/TCDL-GP LHQT,20/08/2015,(028) 3823 7230,(028) 3823 7231,www.charmofindochina.com,info@charmofindochina.com
730,Công ty TNHH Lữ hành Duyên Việt,VIETCHARM TRAVEL COMPANY LIMITED,International Travel,"181/11 Lê Hồng Phong, phường 3, Quận 5, Tp. Hồ Chí Minh",79-132/2014/TCDL-GP LHQT,21/06/2010,(028) 3823 8048,(028) 3823 8049,www.vietcharmtravel.com,mailbox@vietcharmtravel.com
731,Công ty TNHH Du lịch Sao Mai Quốc tế,SAO MAI INTERNATIONAL TOURISM COMPANY LIMITED,International Travel,"16/2 Nguyễn Thiện Thuật, Q. 3, Tp. Hồ Chí Minh",79-216/2015/TCDL-GP LHQT,12/02/2015,(028) 3925 3385 / (028) 3839 5619,(028) 3925 3378,www.saomaitours.com,saomaitours@yahoo.com.vn
732,Công ty TNHH Thương mại và Du lịch An Phong,AN PHONG TOURSIT AND TRADE COMPANY LIMITED,International Travel,"404 lô D,chung cư Lê Thị Riêng, Q. 10, Tp. Hồ Chí Minh",79-211/2014/TCDL-GP LHQT,18/12/2014,(028) 3970 7769,(028) 3970 5175,www.anphongtourist.com,apttgolf@apttgolf.com
733,Công ty TNHH Hành trình Hoa Sen,LOTUS VOYAGES COMPANY LIMITED,International Travel,"49 Bùi Đình Túy, P. 24, Q. Bình Thạnh, Tp. HCM",79-227/2016/TCDL-GP LHQT,03/06/2016,(028) 3511 8916,(028) 3511 8917,,info@lotusvoyages.com
734,CÔNG TY TNHH DỊCH VỤ - DU LỊCH - THƯƠNG MẠI KỲ NGHỈ,VACATION TOURIST SERVICE TRADING COMPANY LIMITED,International Travel,"186 CỐNG QUỲNH, PHƯỜNG PHẠM NGŨ LÃO, QUẬN 1, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",79-201/2016/TCDL-GP LHQT,07/07/2010,(028) 7306 1139,(028) 7306 1139,www.vacationtravel.com.vn,info@vacationtravel.com.vn
735,CÔNG TY TNHH DU LỊCH THẾ HỆ TRẺ,"YOUNG GENERATION TRAVEL CO.,LTD",International Travel,"105 Lê Lợi, Phường 1, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",79-124/2020/CDLQGVN-GP LHQT,24/03/2025,(028) 38422432,,www.thehetretravel.com,info@thehetretravel.com
736,Công ty TNHH MTV ưu thế Du lịch,TRAVEL PLUS COMPANY LIMITED,International Travel,"3/30A THÍCH QUẢNG ĐỨC, PHƯỜNG 03, QUẬN PHÚ NHUẬN, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",79-114/2014/TCDL-GP LHQT,29/03/2023,2839950999,,www.travelplusvn.com,tungnguyen@travelplusvn.com
737,CÔNG TY TNHH DU LỊCH THƯỞNG ĐIỂU,THUONG DIEU TOURS COMPANY LIMITED,International Travel,"94 XUÂN THỦY, PHƯỜNG THẢO ĐIỀN, THÀNH PHỐ THỦ ĐỨC, THÀNH PHỐ HỒ CHÍ MINH",79-258/2021/TCDL-GP LHQT,24/06/2021,02836203481 / 0907721498,,www.vietnambirding.com,operations@vietnambirding.com
738,Công ty TNHH Thương mại - Du lịch ánh Nắng,SUNSHINE TRAVEL - TRADING COMPANY LIMITED,International Travel,"72 Thích Minh Nguyệt, Q. Tân Bình, Tp. Hồ Chí Minh",79-146/2014/TCDL-GP LHQT,29/12/2014,(028) 3925 8078,(028) 3925 8007,,kim.sunshine@hcm.fpt.vn
739,CÔNG TY TNHH DU LỊCH ĐẤT NẮNG,SUNNY LAND TRAVEL COMPANY LIMITED,International Travel,"1B ĐƯỜNG 37, KHU PHỐ 5, PHƯỜNG BÌNH TRƯNG TÂY, QUẬN 2, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",79-054/2020/TCDL-GP LHQT,11/02/2010,(028) 2200 1435,,www.sunnyland.vn,info@sunnyland.vn
740,Công ty TNHH Thương mại và Dịch vụ Du lịch Chân trời Phương Nam,SOUTHERN HORIZON TRADING AND SERVICE COMPANY LIMITED,International Travel,"34A Nguyễn Thị Huỳnh, Q. Phú Nhuận, Tp. Hồ Chí Minh",79-192/2014/TCDL-GP LHQT,31/12/2014,(028) 6278 3392,(028) 6290 6671,www. southernhorizontravel.com,info@southernhorizontravel.com
741,CÔNG TY TNHH MỘT THÀNH VIÊN BẦU TRỜI ĐÔNG DƯƠNG,INDOCHINA SKY COMPANY LIMITED,International Travel,SỐ 74/15 ĐƯỜNG 79,79-159/2022/TCDL-GP LHQT,28/07/2010,+84 8377 52895,(08) 3775 2897,www.indochinaskytravel.com,info@indochinaskytravel.com
742,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ DU LỊCH LỮ HÀNH GO,GO TRAVEL SERVICES COMPANY LIMITED,International Travel,"L17-11 TẦNG 17, TÒA NHÀ VINCOM CENTER, SỐ 72 LÊ THÁNH TÔN, PHƯỜNG BẾN NGHÉ, QUẬN 1, THÀNH PHỐ HỒ CHÍ MINH",79-278/2020/TCDL-GP LHQT,28/02/2011,028 2215 2294,,www.gotravelvietnam.com,infos@gotravelvietnam.com
744,Công ty TNHH Thương mại Dịch vụ Lữ hành Hòa Bình Quốc tế,PEACE INTERNATIONAL TRAVEL SERVICE TRADING COMPANY LIMITED,International Travel,"132 Nguyễn Văn Thủ, Q. 1, Tp. Hồ Chí Minh",79-267/2014/TCDL-GP LHQT,18/12/2014,(028) 6295 9256,(028) 6295 9257,www.pit-travel.com.vn,info@pit-travel.com.vn
745,CÔNG TY TNHH DU NGOẠN VIỆT,VIET EXCURSIONS COMPANY LIMITED,International Travel,"Số 51 đường số 04 - Khu đô thị mới Him Lam, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",79-035/2018/CDLQGVN-GP LHQT,10/06/2009,(028) 22533832,(028) 22533834,www.vietexcursions.com,vietexcursions@vnn.vn
746,CÔNG TY CỔ PHẦN VẬN TẢI HÀNG KHÔNG MIỀN NAM,SOUTHERN AIRPORT TRANSPORTATION JOINT STOCK COMPANY,International Travel,1A HỒNG HÀ,79-032/2022/TCDL-GP LHQT,30/08/2022,(028) 3848 5526,,www.satsco.com.vn,booking@satsco.com.vn
747,Công ty TNHH Du lịch và Dịch vụ Sài Gòn Hoàn Cầu,,International Travel,"Lầu 5, 1446-1448, 3/2, Q. 1, Tp. Hồ Chí Minh",79-027/2009/TCDL-GP LHQT,29/05/2009,(08) 6264 3950,(08) 6264 3951,,dulichsaigonhoancau@gmail.com
748,Công ty TNHH Sản xuất Thương mại - Xây dựng Minh Trân,,International Travel,"51 Cống Lở, Q. Tân Bình, Tp. Hồ Chí Minh",79-029/2014/TCDL-GP LHQT,31/12/2014,(028) 3815 3911,(028) 3815 3912,www.nick.co.jp,minhtran@fmail.vnn.vn
749,Công ty TNHH Thương mại Dịch vụ Lữ hành Liên Đại Dương,TRANS OCEAN TRADING SERVICE TRAVEL COMPANY LIMITED,International Travel,"56 Nguyễn Cư Trinh, Q. 1, Tp. Hồ Chí Minh",79-031/2014/TCDL-GP LHQT,31/12/2014,(028) 3920 2426,(028) 3920 2425,www.transoceanservice.com/ visaonlinevietnam.com,info@transoceanservice.com
750,Công ty TNHH Hướng dẫn Du lịch Việt Nam,"VIET NAM TRAVEL GUIDE CO., LTD",International Travel,"797 Lê Hồng Phong, Q. 10, Tp. Hồ Chí Minh",79-030/2015/TCDL-GP LHQT,25/02/2015,(028) 3862 0015,(028) 3862 0638,www.v-travel.com.vn,info@v-travel.com.vn
751,Công ty TNHH Du lịch Việt An Vian Travel,VIET AN VIAN TRAVEL TOURISM COMPANY LIMITED,International Travel,"145B Nam Kỳ Khởi Nghĩa, PHƯỜNG VÕ THỊ SÁU, QUẬN 3, THÀNH PHỐ HỒ CHÍ MINH",79-069/2022/TCDL-GP LHQT,25/07/2022,(028) 3930 2626,(028) 3930 2727,www.viantour.com,info@viantour.com
752,Công ty TNHH Du lịch Di sản,HERITAGE TOURS COMPANY LIMITED,International Travel,"41 đường 12, Q. 8, Tp. Hồ Chí Minh",79-004/2015/TCDL-GP LHQT,12/02/2015,(028) 3850 8043,(028) 3850 4573,www.heritagetours.com.vn,heritagetours@vnn.vn
753,Công ty TNHH Thương mại DVDL Đến và Đi Việt Nam,Come and Go Vietnam Trading Service Travel Company Limited,International Travel,"195/14 đường D1, Q. Bình Thạnh, Tp. Hồ Chí Minh",79-012/2015/TCDL-GP LHQT,23/06/2015,(028) 6297 9453,(028) 6297 9452,www.comeandgovietnam.com,hello@comeandgovietnam.com
754,Công ty TNHH Thương mại - Dịch vụ Du lịch Hải Phong,HAI PHONG TRAVEL SERVICES TRADING COMPANY LIMITED,International Travel,"195 Trần Bình Trọng, Q. 5, Tp. Hồ Chí Minh",79-014/2015/TCDL-GP LHQT,31/08/2009,(08) 3838 3926 / (08) 3838 3762,(08) 3838 3927,www.hptravel.com.vn,hptravel@hptravel.com.vn
